"Season","DayNum","WTeamID","WScore","LTeamID","LScore","WLoc","NumOT","WState","LState","WSeed","LSeed","WSeedFull","LSeedFull","WConf","LConf"
1994,146,1116,76,1276,68,"N",0,"Arkansas","Michigan","01","03","Y01","Y03","sec","big_ten"
1994,146,1196,74,1130,66,"N",0,"Florida","Massachusetts","03","09","W03","W09","sec","big_east"
1994,152,1116,91,1112,82,"N",0,"Arkansas","Arizona","01","02","Y01","Z02","sec","pac_ten"
1994,152,1181,70,1196,65,"N",0,"North Carolina","Florida","02","03","X02","W03","acc","sec"
1994,154,1116,76,1181,72,"N",0,"Arkansas","North Carolina","01","02","Y01","X02","sec","acc"
1995,136,1104,91,1335,85,"N",1,"Alabama","Pennsylvania","05","12","W05","W12","sec","ivy"
1995,136,1113,81,1123,66,"N",0,"Arizona","Indiana","05","12","Z05","Z12","pac_ten","mac"
1995,136,1153,77,1396,71,"N",0,"Ohio","Pennsylvania","07","10","X07","X10","gmwc","a_ten"
1995,136,1163,100,1151,71,"N",0,"Connecticut","Tennessee","02","15","X02","X15","big_east","southern"
1995,136,1242,82,1159,68,"N",0,"Kansas","New York","01","16","Y01","Y16","big_eight","patriot"
1995,136,1246,113,1291,67,"N",0,"Kentucky","Maryland","01","16","Z01","Z16","sec","nec"
1995,136,1264,77,1328,67,"N",0,"New York","Oklahoma","13","04","Z13","Z04","maac","big_eight"
1995,136,1268,87,1211,63,"N",0,"Maryland","Washington","03","14","X03","X14","acc","wcc"
1995,136,1275,71,1112,62,"N",0,"Ohio","Arizona","12","05","Y12","Y05","mac","pac_ten"
1995,136,1329,73,1180,49,"N",0,"Oklahoma","Pennsylvania","04","13","W04","W13","big_eight","nac"
1995,136,1387,64,1278,61,"N",0,"Missouri","Minnesota","09","08","W09","W08","gmwc","big_ten"
1995,136,1400,90,1332,73,"N",0,"Texas","Oregon","11","06","X11","X06","swc","pac_ten"
1995,136,1408,76,1140,70,"N",0,"Louisiana","Utah","09","08","Z09","Z08","metro","wac"
1995,136,1438,96,1311,72,"N",0,"Virginia","Louisiana","04","13","Y04","Y13","acc","southland"
1995,136,1443,82,1276,76,"N",0,"Kentucky","Michigan","08","09","Y08","Y09","sun_belt","big_ten"
1995,136,1448,79,1299,47,"N",0,"North Carolina","North Carolina","01","16","W01","W16","acc","meac"
1995,137,1116,79,1411,78,"N",0,"Arkansas","Texas","02","15","Y02","Y15","sec","swac"
1995,137,1207,68,1462,63,"N",0,"Washington D.C.","Ohio","06","11","Z06","Z11","big_east","mw_coll"
1995,137,1235,64,1196,61,"N",0,"Iowa","Florida","07","10","Z07","Z10","big_eight","sec"
1995,137,1269,68,1389,51,"N",0,"Massachusetts","New Jersey","02","15","W02","W15","a_ten","maac"
1995,137,1272,77,1257,56,"N",0,"Tennessee","Kentucky","06","11","Y06","Y11","gmwc","metro"
1995,137,1280,75,1365,67,"N",0,"Mississippi","California","05","12","X05","X12","sec","wcc"
1995,137,1281,65,1231,60,"N",0,"Missouri","Indiana","08","09","X08","X09","big_eight","big_ten"
1995,137,1314,80,1293,70,"N",0,"North Carolina","Kentucky","02","15","Z02","Z15","acc","ovc"
1995,137,1330,89,1437,81,"N",3,"Virginia","Pennsylvania","14","03","W14","W03","caa","big_east"
1995,137,1345,49,1453,48,"N",0,"Indiana","Wisconsin","03","14","Y03","Y14","big_ten","mw_coll"
1995,137,1390,70,1150,68,"N",0,"California","North Carolina","10","07","W10","W07","pac_ten","metro"
1995,137,1393,96,1356,92,"N",0,"New York","Illinois","07","10","Y07","Y10","big_east","mvc"
1995,137,1409,68,1228,62,"N",0,"Oklahoma","Illinois","06","11","W06","W11","mvc","big_ten"
1995,137,1417,92,1198,56,"N",0,"California","Florida","01","16","X01","X16","pac_ten","a_sun"
1995,137,1428,76,1253,64,"N",0,"Utah","California","04","13","X04","X13","wac","big_west"
1995,137,1451,79,1277,72,"N",0,"Utah","Michigan","14","03","Z14","Z03","big_sky","big_ten"
1995,138,1113,64,1264,54,"N",0,"Arizona","New York","05","13","Z05","Z13","pac_ten","maac"
1995,138,1163,96,1153,91,"N",0,"Connecticut","Ohio","02","07","X02","X07","big_east","gmwc"
1995,138,1242,75,1443,70,"N",0,"Kansas","Kentucky","01","08","Y01","Y08","big_eight","sun_belt"
1995,138,1246,82,1408,60,"N",0,"Kentucky","Louisiana","01","09","Z01","Z09","sec","metro"
1995,138,1268,82,1400,68,"N",0,"Maryland","Texas","03","11","X03","X11","acc","swc"
1995,138,1329,66,1104,52,"N",0,"Oklahoma","Alabama","04","05","W04","W05","big_eight","sec"
1995,138,1438,60,1275,54,"N",1,"Virginia","Ohio","04","12","Y04","Y12","acc","mac"
1995,138,1448,64,1387,59,"N",0,"North Carolina","Missouri","01","09","W01","W09","acc","gmwc"
1995,139,1116,96,1393,94,"N",1,"Arkansas","New York","02","07","Y02","Y07","sec","big_east"
1995,139,1207,53,1451,51,"N",0,"Washington D.C.","Utah","06","14","Z06","Z14","big_east","big_sky"
1995,139,1269,75,1390,53,"N",0,"Massachusetts","California","02","10","W02","W10","a_ten","pac_ten"
1995,139,1272,75,1345,73,"N",0,"Tennessee","Indiana","06","03","Y06","Y03","gmwc","big_ten"
1995,139,1280,78,1428,64,"N",0,"Mississippi","Utah","05","04","X05","X04","sec","wac"
1995,139,1314,73,1235,51,"N",0,"North Carolina","Iowa","02","07","Z02","Z07","acc","big_eight"
1995,139,1409,64,1330,52,"N",0,"Oklahoma","Virginia","06","14","W06","W14","mvc","caa"
1995,139,1417,75,1281,74,"N",0,"California","Missouri","01","08","X01","X08","pac_ten","big_eight"
1995,143,1163,99,1268,89,"N",0,"Connecticut","Maryland","02","03","X02","X03","big_east","acc"
1995,143,1246,97,1113,73,"N",0,"Kentucky","Arizona","01","05","Z01","Z05","sec","pac_ten"
1995,143,1314,74,1207,64,"N",0,"North Carolina","Washington D.C.","02","06","Z02","Z06","acc","big_east"
1995,143,1417,86,1280,67,"N",0,"California","Mississippi","01","05","X01","X05","pac_ten","sec"
1995,144,1116,96,1272,91,"N",1,"Arkansas","Tennessee","02","06","Y02","Y06","sec","gmwc"
1995,144,1269,76,1409,51,"N",0,"Massachusetts","Oklahoma","02","06","W02","W06","a_ten","mvc"
1995,144,1329,71,1448,66,"N",0,"Oklahoma","North Carolina","04","01","W04","W01","big_eight","acc"
1995,144,1438,67,1242,58,"N",0,"Virginia","Kansas","04","01","Y04","Y01","acc","big_eight"
1995,145,1314,74,1246,61,"N",0,"North Carolina","Kentucky","02","01","Z02","Z01","acc","sec"
1995,145,1417,102,1163,96,"N",0,"California","Connecticut","01","02","X01","X02","pac_ten","big_east"
1995,146,1116,68,1438,61,"N",0,"Arkansas","Virginia","02","04","Y02","Y04","sec","acc"
1995,146,1329,68,1269,54,"N",0,"Oklahoma","Massachusetts","04","02","W04","W02","big_eight","a_ten"
1995,152,1116,75,1314,68,"N",0,"Arkansas","North Carolina","02","02","Y02","Z02","sec","acc"
1995,152,1417,74,1329,61,"N",0,"California","Oklahoma","01","04","X01","W04","pac_ten","big_eight"
1995,154,1417,89,1116,78,"N",0,"California","Arkansas","01","02","X01","Y02","pac_ten","sec"
1996,136,1116,86,1336,80,"N",0,"Arkansas","Pennsylvania","12","05","W12","W05","sec","big_ten"
1996,136,1163,68,1159,59,"N",0,"Connecticut","New York","01","16","Y01","Y16","big_east","patriot"
1996,136,1180,75,1272,63,"N",0,"Pennsylvania","Tennessee","12","05","Z12","Z05","nac","cusa"
1996,136,1185,75,1181,60,"N",0,"Michigan","North Carolina","09","08","Y09","Y08","mac","acc"
1996,136,1208,81,1155,74,"N",0,"Georgia","South Carolina","08","09","Z08","Z09","sec","acc"
1996,136,1235,74,1143,64,"N",0,"Iowa","California","05","12","X05","X12","big_eight","pac_ten"
1996,136,1246,110,1363,72,"N",0,"Kentucky","California","01","16","X01","X16","sec","big_west"
1996,136,1266,68,1284,44,"N",0,"Wisconsin","New Jersey","04","13","W04","W13","cusa","nec"
1996,136,1269,92,1416,70,"N",0,"Massachusetts","Florida","01","16","W01","W16","a_ten","a_sun"
1996,136,1280,58,1433,51,"N",0,"Mississippi","Virginia","05","12","Y05","Y12","sec","caa"
1996,136,1343,43,1417,41,"N",0,"New Jersey","California","13","04","Y13","Y04","ivy","pac_ten"
1996,136,1345,73,1441,71,"N",0,"Indiana","North Carolina","01","16","Z01","Z16","big_ten","southern"
1996,136,1390,66,1133,58,"N",0,"California","Illinois","09","08","W09","W08","pac_ten","mvc"
1996,136,1393,88,1286,55,"N",0,"New York","Montana","04","13","Z04","Z13","big_east","big_sky"
1996,136,1428,72,1145,43,"N",0,"Utah","New York","04","13","X04","X13","wac","maac"
1996,136,1439,61,1453,48,"N",0,"Virginia","Wisconsin","09","08","X09","X08","a_ten","mw_coll"
1996,137,1112,90,1434,51,"N",0,"Arizona","Indiana","03","14","Z03","Z14","pac_ten","mid_cont"
1996,137,1130,64,1231,51,"N",0,"Massachusetts","Indiana","11","06","Y11","Y06","big_east","big_ten"
1996,137,1153,66,1422,61,"N",0,"Ohio","North Carolina","02","15","Y02","Y15","cusa","big_south"
1996,137,1207,93,1290,56,"N",0,"Washington D.C.","Mississippi","02","15","W02","W15","big_east","swac"
1996,137,1210,90,1122,79,"N",0,"Georgia","Tennessee","03","14","Y03","Y14","acc","ovc"
1996,137,1234,81,1203,79,"N",0,"Iowa","Washington D.C.","06","11","Z06","Z11","big_ten","a_ten"
1996,137,1242,92,1354,54,"N",0,"Kansas","South Carolina","02","15","Z02","Z15","big_eight","meac"
1996,137,1257,82,1409,80,"N",1,"Kentucky","Oklahoma","06","11","X06","X11","cusa","mvc"
1996,137,1307,69,1243,48,"N",0,"New Mexico","Kansas","07","10","W07","W10","wac","big_eight"
1996,137,1314,83,1309,62,"N",0,"North Carolina","Louisiana","06","11","W06","W11","acc","sun_belt"
1996,137,1365,91,1268,79,"N",0,"California","Maryland","10","07","Z10","Z07","wcc","acc"
1996,137,1396,61,1328,43,"N",0,"Pennsylvania","Oklahoma","07","10","Y07","Y10","a_ten","big_eight"
1996,137,1400,80,1276,76,"N",0,"Texas","Michigan","10","07","X10","X07","swc","big_ten"
1996,137,1403,74,1296,73,"N",0,"Texas","Illinois","03","14","W03","W14","swc","mw_coll"
1996,137,1437,92,1339,58,"N",0,"Pennsylvania","Oregon","03","14","X03","X14","big_east","wcc"
1996,137,1448,62,1419,50,"N",0,"North Carolina","Louisiana","02","15","X02","X15","acc","southland"
1996,138,1116,65,1266,56,"N",0,"Arkansas","Wisconsin","12","04","W12","W04","sec","cusa"
1996,138,1163,95,1185,81,"N",0,"Connecticut","Michigan","01","09","Y01","Y09","big_east","mac"
1996,138,1208,76,1345,69,"N",0,"Georgia","Indiana","08","01","Z08","Z01","sec","big_ten"
1996,138,1246,84,1439,60,"N",0,"Kentucky","Virginia","01","09","X01","X09","sec","a_ten"
1996,138,1269,79,1390,74,"N",0,"Massachusetts","California","01","09","W01","W09","a_ten","pac_ten"
1996,138,1280,63,1343,41,"N",0,"Mississippi","New Jersey","05","13","Y05","Y13","sec","ivy"
1996,138,1393,69,1180,58,"N",0,"New York","Pennsylvania","04","12","Z04","Z12","big_east","nac"
1996,138,1428,73,1235,67,"N",0,"Utah","Iowa","04","05","X04","X05","wac","big_eight"
1996,139,1112,87,1234,73,"N",0,"Arizona","Iowa","03","06","Z03","Z06","pac_ten","big_ten"
1996,139,1153,78,1396,65,"N",0,"Ohio","Pennsylvania","02","07","Y02","Y07","cusa","a_ten"
1996,139,1207,73,1307,62,"N",0,"Washington D.C.","New Mexico","02","07","W02","W07","big_east","wac"
1996,139,1210,103,1130,89,"N",0,"Georgia","Massachusetts","03","11","Y03","Y11","acc","big_east"
1996,139,1242,76,1365,51,"N",0,"Kansas","California","02","10","Z02","Z10","big_eight","wcc"
1996,139,1257,68,1437,64,"N",0,"Kentucky","Pennsylvania","06","03","X06","X03","cusa","big_east"
1996,139,1403,92,1314,73,"N",0,"Texas","North Carolina","03","06","W03","W06","swc","acc"
1996,139,1448,65,1400,62,"N",0,"North Carolina","Texas","02","10","X02","X10","acc","swc"
1996,143,1207,98,1403,90,"N",0,"Washington D.C.","Texas","02","03","W02","W03","big_east","swc"
1996,143,1246,101,1428,70,"N",0,"Kentucky","Utah","01","04","X01","X04","sec","wac"
1996,143,1269,79,1116,63,"N",0,"Massachusetts","Arkansas","01","12","W01","W12","a_ten","sec"
1996,143,1448,60,1257,59,"N",0,"North Carolina","Kentucky","02","06","X02","X06","acc","cusa"
1996,144,1153,87,1210,70,"N",0,"Ohio","Georgia","02","03","Y02","Y03","cusa","acc"
1996,144,1242,83,1112,80,"N",0,"Kansas","Arizona","02","03","Z02","Z03","big_eight","pac_ten"
1996,144,1280,60,1163,55,"N",0,"Mississippi","Connecticut","05","01","Y05","Y01","sec","big_east"
1996,144,1393,83,1208,81,"N",1,"New York","Georgia","04","08","Z04","Z08","big_east","sec"
1996,145,1246,83,1448,63,"N",0,"Kentucky","North Carolina","01","02","X01","X02","sec","acc"
1996,145,1269,86,1207,62,"N",0,"Massachusetts","Washington D.C.","01","02","W01","W02","a_ten","big_east"
1996,146,1280,73,1153,63,"N",0,"Mississippi","Ohio","05","02","Y05","Y02","sec","cusa"
1996,146,1393,60,1242,57,"N",0,"New York","Kansas","04","02","Z04","Z02","big_east","big_eight"
1996,152,1246,81,1269,74,"N",0,"Kentucky","Massachusetts","01","01","X01","W01","sec","a_ten"
1996,152,1393,77,1280,69,"N",0,"New York","Mississippi","04","05","Z04","Y05","big_east","sec"
1996,154,1246,76,1393,67,"N",0,"Kentucky","New York","01","04","X01","Z04","sec","big_east"
1997,136,1112,65,1375,57,"N",0,"Arizona","Alabama","04","13","X04","X13","pac_ten","sun_belt"
1997,136,1130,73,1434,66,"N",0,"Massachusetts","Indiana","05","12","Z05","Z12","big_east","mid_cont"
1997,136,1143,55,1343,52,"N",0,"California","New Jersey","05","12","W05","W12","pac_ten","ivy"
1997,136,1153,86,1139,69,"N",0,"Ohio","Indiana","03","14","Y03","Y14","cusa","mw_coll"
1997,136,1158,75,1268,66,"N",0,"South Carolina","Maryland","12","05","X12","X05","a_sun","acc"
1997,136,1160,80,1231,62,"N",0,"Colorado","Indiana","09","08","W09","W08","big_twelve","big_ten"
1997,136,1234,73,1438,60,"N",0,"Iowa","Virginia","08","09","Z08","Z09","big_ten","acc"
1997,136,1235,69,1229,57,"N",0,"Iowa","Illinois","06","11","Y06","Y11","big_twelve","mvc"
1997,136,1242,78,1238,64,"N",0,"Kansas","Mississippi","01","16","X01","X16","big_twelve","swac"
1997,136,1246,92,1285,54,"N",0,"Kentucky","Montana","01","16","Z01","Z16","sec","big_sky"
1997,136,1314,82,1193,74,"N",0,"North Carolina","Connecticut","01","16","W01","W16","acc","maac"
1997,136,1345,83,1348,76,"N",1,"Indiana","Rhode Island","08","09","X08","X09","big_ten","a_ten"
1997,136,1386,75,1334,65,"N",0,"Pennsylvania","California","04","13","Z04","Z13","a_ten","big_west"
1997,136,1417,109,1149,75,"N",0,"California","South Carolina","02","15","Y02","Y15","pac_ten","big_south"
1997,136,1437,101,1254,91,"N",0,"Pennsylvania","New York","04","13","W04","W13","big_east","nec"
1997,136,1462,80,1435,68,"N",0,"Ohio","Tennessee","07","10","Y07","Y10","a_ten","sec"
1997,137,1150,79,1207,67,"N",0,"North Carolina","Washington D.C.","07","10","Z07","Z10","cusa","big_east"
1997,137,1151,73,1208,70,"N",0,"Tennessee","Georgia","14","03","X14","X03","southern","sec"
1997,137,1155,68,1275,56,"N",0,"South Carolina","Ohio","04","13","Y04","Y13","acc","mac"
1997,137,1164,78,1376,65,"N",0,"Maryland","South Carolina","15","02","W15","W02","meac","sec"
1997,137,1181,71,1293,68,"N",0,"North Carolina","Kentucky","02","15","X02","X15","acc","ovc"
1997,137,1228,90,1425,77,"N",0,"Illinois","California","06","11","X06","X11","big_ten","pac_ten"
1997,137,1257,65,1269,57,"N",0,"Kentucky","Massachusetts","06","11","W06","W11","cusa","a_ten"
1997,137,1278,78,1402,46,"N",0,"Minnesota","Texas","01","16","Y01","Y16","big_ten","southland"
1997,137,1307,59,1330,55,"N",0,"New Mexico","Virginia","03","14","W03","W14","wac","caa"
1997,137,1344,81,1266,59,"N",0,"Rhode Island","Wisconsin","10","07","X10","X07","big_east","cusa"
1997,137,1390,80,1328,67,"N",0,"California","Oklahoma","06","11","Z06","Z11","pac_ten","big_twelve"
1997,137,1396,62,1279,40,"N",0,"Pennsylvania","Mississippi","09","08","Y09","Y08","a_ten","sec"
1997,137,1400,71,1458,58,"N",0,"Texas","Wisconsin","10","07","W10","W07","big_twelve","big_ten"
1997,137,1409,81,1131,52,"N",0,"Oklahoma","Massachusetts","05","12","Y05","Y12","wac","aec"
1997,137,1428,75,1298,61,"N",0,"Utah","Maryland","02","15","Z02","Z15","wac","patriot"
1997,137,1448,68,1388,46,"N",0,"North Carolina","California","03","14","Z03","Z14","acc","wcc"
1997,138,1112,73,1158,69,"N",0,"Arizona","South Carolina","04","12","X04","X12","pac_ten","a_sun"
1997,138,1143,75,1437,68,"N",0,"California","Pennsylvania","05","04","W05","W04","pac_ten","big_east"
1997,138,1235,67,1153,66,"N",0,"Iowa","Ohio","06","03","Y06","Y03","big_twelve","cusa"
1997,138,1242,75,1345,61,"N",0,"Kansas","Indiana","01","08","X01","X08","big_twelve","big_ten"
1997,138,1246,75,1234,69,"N",0,"Kentucky","Iowa","01","08","Z01","Z08","sec","big_ten"
1997,138,1314,73,1160,56,"N",0,"North Carolina","Colorado","01","09","W01","W09","acc","big_twelve"
1997,138,1386,81,1130,77,"N",1,"Pennsylvania","Massachusetts","04","05","Z04","Z05","a_ten","big_east"
1997,138,1417,96,1462,83,"N",0,"California","Ohio","02","07","Y02","Y07","pac_ten","a_ten"
1997,139,1151,75,1228,63,"N",0,"Tennessee","Illinois","14","06","X14","X06","southern","big_ten"
1997,139,1155,65,1409,59,"N",0,"South Carolina","Oklahoma","04","05","Y04","Y05","acc","wac"
1997,139,1257,64,1307,63,"N",0,"Kentucky","New Mexico","06","03","W06","W03","cusa","wac"
1997,139,1278,76,1396,57,"N",0,"Minnesota","Pennsylvania","01","09","Y01","Y09","big_ten","a_ten"
1997,139,1344,98,1181,87,"N",0,"Rhode Island","North Carolina","10","02","X10","X02","big_east","acc"
1997,139,1390,72,1448,66,"N",0,"California","North Carolina","06","03","Z06","Z03","pac_ten","acc"
1997,139,1400,82,1164,81,"N",0,"Texas","Maryland","10","15","W10","W15","big_twelve","meac"
1997,139,1428,77,1150,58,"N",0,"Utah","North Carolina","02","07","Z02","Z07","wac","cusa"
1997,143,1246,83,1386,68,"N",0,"Kentucky","Pennsylvania","01","04","Z01","Z04","sec","a_ten"
1997,143,1278,90,1155,84,"N",1,"Minnesota","South Carolina","01","04","Y01","Y04","big_ten","acc"
1997,143,1417,74,1235,73,"N",1,"California","Iowa","02","06","Y02","Y06","pac_ten","big_twelve"
1997,143,1428,82,1390,77,"N",1,"Utah","California","02","06","Z02","Z06","wac","pac_ten"
1997,144,1112,85,1242,82,"N",0,"Arizona","Kansas","04","01","X04","X01","pac_ten","big_twelve"
1997,144,1257,78,1400,63,"N",0,"Kentucky","Texas","06","10","W06","W10","cusa","big_twelve"
1997,144,1314,63,1143,57,"N",0,"North Carolina","California","01","05","W01","W05","acc","pac_ten"
1997,144,1344,71,1151,65,"N",0,"Rhode Island","Tennessee","10","14","X10","X14","big_east","southern"
1997,145,1246,72,1428,59,"N",0,"Kentucky","Utah","01","02","Z01","Z02","sec","wac"
1997,145,1278,80,1417,72,"N",0,"Minnesota","California","01","02","Y01","Y02","big_ten","pac_ten"
1997,146,1112,96,1344,92,"N",1,"Arizona","Rhode Island","04","10","X04","X10","pac_ten","big_east"
1997,146,1314,97,1257,74,"N",0,"North Carolina","Kentucky","01","06","W01","W06","acc","cusa"
1997,152,1112,66,1314,58,"N",0,"Arizona","North Carolina","04","01","X04","W01","pac_ten","acc"
1997,152,1246,78,1278,69,"N",0,"Kentucky","Minnesota","01","01","Z01","Y01","sec","big_ten"
1997,154,1112,84,1246,79,"N",1,"Arizona","Kentucky","04","01","X04","Z01","pac_ten","sec"
1998,136,1112,99,1311,60,"N",0,"Arizona","Louisiana","01","16","X01","X16","pac_ten","southland"
1998,136,1116,74,1304,65,"N",0,"Arkansas","Nebraska","06","11","X06","X11","sec","big_twelve"
1998,136,1150,77,1227,62,"N",0,"North Carolina","Illinois","08","09","W08","W09","cusa","mw_coll"
1998,136,1153,65,1319,62,"N",0,"Ohio","Arizona","02","15","X02","X15","cusa","big_sky"
1998,136,1163,93,1192,85,"N",0,"Connecticut","New Jersey","02","15","W02","W15","big_east","nec"
1998,136,1228,64,1375,51,"N",0,"Illinois","Alabama","05","12","X05","X12","big_ten","sun_belt"
1998,136,1229,82,1397,81,"N",1,"Illinois","Tennessee","09","08","X09","X08","mvc","sec"
1998,136,1231,94,1328,87,"N",1,"Indiana","Oklahoma","07","10","W07","W10","big_ten","big_twelve"
1998,136,1268,82,1429,68,"N",0,"Maryland","Utah","04","13","X04","X13","acc","big_west"
1998,136,1277,83,1185,71,"N",0,"Michigan","Michigan","04","13","W04","W13","big_ten","mac"
1998,136,1314,88,1298,52,"N",0,"North Carolina","Maryland","01","16","W01","W16","acc","patriot"
1998,136,1343,69,1424,57,"N",0,"New Jersey","Nevada","05","12","W05","W12","ivy","wac"
1998,136,1350,62,1376,61,"N",0,"Virginia","South Carolina","14","03","W14","W03","caa","sec"
1998,136,1428,85,1362,68,"N",0,"Utah","California","03","14","X03","X14","wac","wcc"
1998,136,1449,69,1462,68,"N",0,"Washington","Ohio","11","06","W11","W06","pac_ten","a_ten"
1998,136,1452,82,1396,52,"N",0,"West Virginia","Pennsylvania","10","07","X10","X07","big_east","a_ten"
1998,137,1178,66,1385,64,"N",0,"Michigan","New York","10","07","Y10","Y07","mw_coll","big_east"
1998,137,1181,99,1347,63,"N",0,"North Carolina","Virginia","01","16","Z01","Z16","acc","big_south"
1998,137,1199,96,1395,87,"N",0,"Florida","Texas","12","05","Y12","Y05","acc","wac"
1998,137,1242,110,1341,52,"N",0,"Kansas","Texas","01","16","Y01","Y16","big_twelve","swac"
1998,137,1246,82,1354,67,"N",0,"Kentucky","South Carolina","02","15","Z02","Z15","sec","meac"
1998,137,1276,80,1172,61,"N",0,"Michigan","North Carolina","03","14","Z03","Z14","big_ten","southern"
1998,137,1307,79,1139,62,"N",0,"New Mexico","Indiana","04","13","Z04","Z13","wac","mw_coll"
1998,137,1329,74,1203,59,"N",0,"Oklahoma","Washington D.C.","08","09","Z08","Z09","big_twelve","a_ten"
1998,137,1345,95,1174,56,"N",0,"Indiana","Delaware","02","15","Y02","Y15","big_ten","aec"
1998,137,1348,97,1293,74,"N",0,"Rhode Island","Kentucky","08","09","Y08","Y09","a_ten","ovc"
1998,137,1387,51,1269,46,"N",0,"Missouri","Massachusetts","10","07","Z10","Z07","cusa","a_ten"
1998,137,1390,67,1158,57,"N",0,"California","South Carolina","03","14","Y03","Y14","pac_ten","a_sun"
1998,137,1393,63,1233,61,"N",0,"New York","New York","05","12","Z05","Z12","big_east","maac"
1998,137,1417,65,1274,62,"N",0,"California","Florida","06","11","Z06","Z11","pac_ten","big_east"
1998,137,1434,70,1279,69,"N",0,"Indiana","Mississippi","13","04","Y13","Y04","mid_cont","sec"
1998,137,1444,75,1155,72,"N",0,"Michigan","South Carolina","11","06","Y11","Y06","mac","acc"
1998,138,1112,82,1229,49,"N",0,"Arizona","Illinois","01","09","X01","X09","pac_ten","mvc"
1998,138,1163,78,1231,68,"N",0,"Connecticut","Indiana","02","07","W02","W07","big_east","big_ten"
1998,138,1268,67,1228,61,"N",0,"Maryland","Illinois","04","05","X04","X05","acc","big_ten"
1998,138,1277,63,1343,56,"N",0,"Michigan","New Jersey","04","05","W04","W05","big_ten","ivy"
1998,138,1314,93,1150,83,"N",1,"North Carolina","North Carolina","01","08","W01","W08","acc","cusa"
1998,138,1428,75,1116,69,"N",0,"Utah","Arkansas","03","06","X03","X06","wac","sec"
1998,138,1449,81,1350,66,"N",0,"Washington","Virginia","11","14","W11","W14","pac_ten","caa"
1998,138,1452,75,1153,74,"N",0,"West Virginia","Ohio","10","02","X10","X02","big_east","cusa"
1998,139,1181,79,1329,73,"N",0,"North Carolina","Oklahoma","01","08","Z01","Z08","acc","big_twelve"
1998,139,1246,88,1387,61,"N",0,"Kentucky","Missouri","02","10","Z02","Z10","sec","cusa"
1998,139,1345,80,1178,65,"N",0,"Indiana","Michigan","02","10","Y02","Y10","big_ten","mw_coll"
1998,139,1348,80,1242,75,"N",0,"Rhode Island","Kansas","08","01","Y08","Y01","a_ten","big_twelve"
1998,139,1390,83,1444,65,"N",0,"California","Michigan","03","11","Y03","Y11","pac_ten","mac"
1998,139,1393,56,1307,46,"N",0,"New York","New Mexico","05","04","Z05","Z04","big_east","wac"
1998,139,1417,85,1276,82,"N",0,"California","Michigan","06","03","Z06","Z03","pac_ten","big_ten"
1998,139,1434,83,1199,77,"N",1,"Indiana","Florida","13","12","Y13","Y12","mid_cont","acc"
1998,143,1112,87,1268,79,"N",0,"Arizona","Maryland","01","04","X01","X04","pac_ten","acc"
1998,143,1163,75,1449,74,"N",0,"Connecticut","Washington","02","11","W02","W11","big_east","pac_ten"
1998,143,1314,73,1277,58,"N",0,"North Carolina","Michigan","01","04","W01","W04","acc","big_ten"
1998,143,1428,65,1452,62,"N",0,"Utah","West Virginia","03","10","X03","X10","wac","big_east"
1998,144,1181,80,1393,67,"N",0,"North Carolina","New York","01","05","Z01","Z05","acc","big_east"
1998,144,1246,94,1417,68,"N",0,"Kentucky","California","02","06","Z02","Z06","sec","pac_ten"
1998,144,1348,74,1434,68,"N",0,"Rhode Island","Indiana","08","13","Y08","Y13","a_ten","mid_cont"
1998,144,1390,67,1345,59,"N",0,"California","Indiana","03","02","Y03","Y02","pac_ten","big_ten"
1998,145,1314,75,1163,64,"N",0,"North Carolina","Connecticut","01","02","W01","W02","acc","big_east"
1998,145,1428,76,1112,51,"N",0,"Utah","Arizona","03","01","X03","X01","wac","pac_ten"
1998,146,1246,86,1181,84,"N",0,"Kentucky","North Carolina","02","01","Z02","Z01","sec","acc"
1998,146,1390,79,1348,77,"N",0,"California","Rhode Island","03","08","Y03","Y08","pac_ten","a_ten"
1998,152,1246,86,1390,85,"N",1,"Kentucky","California","02","03","Z02","Y03","sec","pac_ten"
1998,152,1428,65,1314,59,"N",0,"Utah","North Carolina","03","01","X03","W01","wac","acc"
1998,154,1246,78,1428,69,"N",0,"Kentucky","Utah","02","03","Z02","X03","sec","wac"
1999,136,1116,94,1373,80,"N",0,"Arkansas","New York","04","13","Z04","Z13","sec","maac"
1999,136,1120,80,1457,41,"N",0,"Alabama","South Carolina","01","16","Y01","Y16","sec","big_south"
1999,136,1163,91,1427,66,"N",0,"Connecticut","Texas","01","16","Z01","Z16","big_east","southland"
1999,136,1166,62,1257,58,"N",0,"Nebraska","Kentucky","10","07","Y10","Y07","mvc","cusa"
1999,136,1178,56,1417,53,"N",0,"Michigan","California","12","05","Y12","Y05","mw_coll","pac_ten"
1999,136,1196,75,1335,61,"N",0,"Florida","Pennsylvania","06","11","Z06","Z11","sec","ivy"
1999,136,1211,75,1278,63,"N",0,"Washington","Minnesota","10","07","Z10","Z07","wcc","big_ten"
1999,136,1231,108,1203,88,"N",0,"Indiana","Washington D.C.","06","11","Y06","Y11","big_ten","a_ten"
1999,136,1234,77,1412,64,"N",0,"Iowa","Alabama","05","12","Z05","Z12","big_ten","cusa"
1999,136,1268,82,1434,60,"N",0,"Maryland","Indiana","02","15","Y02","Y15","acc","mid_cont"
