Season,DayNum_x,WTeamID,WScore_x,LTeamID,LScore_x,WLoc_x,NumOT_x,WState,LState,WSeed,LSeed,WSeedFull,LSeedFull,Conference,Round,Upset,Region,ChalkSeed,GameSlot,X,Y,WTeamName,LTeamName,DayNum_y,WScore_y,LScore_y,WLoc_y,NumOT_y,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2007,137,1458,76,1394,63,N,0,Wisconsin,Texas,2,15,Y02,Y15,Big Ten Conference,1,False,Y,2.0,R1Y2,17.0,11.0,Wisconsin,TAM C. Christi,137,76,63,N,0,22,55,7,20,25,30,11,23,13,10,8,4,21,20,46,6,12,17,25,7,27,16,17,5,5,26
2007,138,1139,62,1268,59,N,0,Indiana,Maryland,5,4,Y05,Y04,Horizon League,2,True,Y,4.0,R2Y4,26.0,10.0,Butler,Maryland,138,62,59,N,0,23,52,12,26,4,6,8,15,14,12,10,0,15,23,49,6,11,7,15,14,23,13,17,4,8,13
2007,138,1207,62,1130,55,N,0,Washington D.C.,Massachusetts,2,7,W02,W07,Big East Conference,2,False,W,2.0,R2W2,18.0,2.0,Georgetown,Boston College,138,62,55,N,0,22,52,4,16,14,19,17,21,12,10,6,7,14,21,55,6,21,7,11,16,17,9,9,6,3,17
2007,138,1314,81,1277,67,N,0,North Carolina,Michigan,1,9,W01,W09,Atlantic Coast Conference,2,False,W,1.0,R2W1,30.0,2.0,North Carolina,Michigan St,138,81,67,N,0,25,52,6,16,25,34,14,26,12,10,6,3,17,22,59,8,20,15,17,11,18,15,10,5,0,27
2007,138,1326,78,1462,71,N,1,Ohio,Ohio,1,9,X01,X09,Big Ten Conference,2,False,X,1.0,R2X1,14.0,2.0,Ohio St,Xavier,138,78,71,N,1,26,63,9,21,17,20,12,33,10,14,5,6,19,26,61,8,23,11,16,5,23,13,9,4,2,21
2007,138,1338,84,1433,79,N,1,Pennsylvania,Virginia,3,11,Z03,Z11,Big East Conference,2,False,Z,3.0,R2Z3,6.0,10.0,Pittsburgh,VCU,138,84,79,N,1,31,57,6,12,16,27,14,28,20,16,5,6,17,29,71,7,23,14,17,15,19,13,7,9,3,22
2007,138,1401,72,1257,69,N,0,Texas,Kentucky,3,6,X03,X06,Big 12 Conference,2,False,X,3.0,R2X3,6.0,2.0,Texas A&M,Louisville,138,72,69,N,0,19,41,5,8,29,39,6,19,9,11,6,1,23,20,45,5,18,24,31,8,22,5,14,3,7,28
2007,138,1417,54,1231,49,N,0,California,Indiana,2,7,Z02,Z07,Pacific-10 Conference,2,False,Z,2.0,R2Z2,2.0,10.0,UCLA,Indiana,138,54,49,N,0,17,47,2,9,18,24,9,29,10,10,6,2,19,17,52,5,16,10,21,13,25,8,12,4,4,19
2007,138,1435,78,1450,74,N,2,Tennessee,Washington,6,3,W06,W03,Southeastern Conference,2,True,W,3.0,R2W3,22.0,2.0,Vanderbilt,Washington St,138,78,74,N,2,27,63,10,27,14,18,11,28,13,17,12,2,17,27,60,7,19,13,17,9,27,16,19,10,4,16
2007,139,1196,74,1345,67,N,0,Florida,Indiana,1,9,Y01,Y09,Southeastern Conference,2,False,Y,1.0,R2Y1,30.0,10.0,Florida,Purdue,139,74,67,N,0,21,42,5,18,27,31,7,24,11,15,7,4,14,28,59,5,17,6,13,11,17,15,12,12,1,23
2007,139,1242,88,1246,76,N,0,Kansas,Kentucky,1,8,Z01,Z08,Big 12 Conference,2,False,Z,1.0,R2Z1,14.0,10.0,Kansas,Kentucky,139,88,76,N,0,30,53,10,16,18,23,9,21,19,11,7,5,21,24,58,10,26,18,23,15,17,17,12,5,2,22
2007,139,1272,78,1305,62,N,0,Tennessee,Nevada,2,7,X02,X07,Conference USA,2,False,X,2.0,R2X2,2.0,2.0,Memphis,Nevada,139,78,62,N,0,23,59,6,17,26,34,16,24,10,10,7,5,16,21,57,5,21,15,17,10,20,16,14,5,5,22
2007,139,1332,75,1457,61,N,0,Oregon,South Carolina,3,11,Y03,Y11,Pacific-10 Conference,2,False,Y,3.0,R2Y3,22.0,10.0,Oregon,Winthrop,139,75,61,N,0,27,56,11,23,10,12,10,21,8,10,4,0,13,24,61,8,31,5,8,18,20,13,15,4,3,14
2007,139,1356,63,1439,48,N,0,Illinois,Virginia,4,5,Z04,Z05,Missouri Valley Conference,2,False,Z,4.0,R2Z4,10.0,10.0,S Illinois,Virginia Tech,139,63,48,N,0,19,43,12,21,13,23,6,24,11,9,5,3,19,19,46,2,13,8,16,5,24,3,11,3,2,21
2007,139,1397,77,1438,74,N,0,Tennessee,Virginia,5,4,X05,X04,Southeastern Conference,2,True,X,4.0,R2X4,10.0,2.0,Tennessee,Virginia,139,77,74,N,0,22,54,11,26,22,32,12,27,12,16,7,0,25,18,48,7,26,31,36,6,23,5,12,5,5,26
2007,139,1424,74,1458,68,N,0,Nevada,Wisconsin,7,2,Y07,Y02,Mountain West Conference,2,True,Y,2.0,R2Y2,18.0,10.0,UNLV,Wisconsin,139,74,68,N,0,24,52,10,20,16,20,6,27,12,9,3,2,22,21,51,5,21,21,27,7,24,14,8,6,1,21
2007,139,1425,87,1400,68,N,0,California,Texas,5,4,W05,W04,Pacific-10 Conference,2,True,W,4.0,R2W4,26.0,2.0,USC,Texas,139,87,68,N,0,27,59,6,16,27,38,13,30,13,10,6,2,16,24,64,7,28,13,16,11,24,10,14,3,3,27
2007,143,1242,61,1356,58,N,0,Kansas,Illinois,1,4,Z01,Z04,Big 12 Conference,3,False,Z,1.0,R3Z1,12.0,9.0,Kansas,S Illinois,143,61,58,N,0,25,42,1,6,10,19,6,20,16,19,9,1,16,21,57,6,25,10,14,17,14,9,15,6,2,21
2007,143,1272,65,1401,64,N,0,Tennessee,Texas,2,3,X02,X03,Conference USA,3,False,X,2.0,R3X2,4.0,3.0,Memphis,Texas A&M,143,65,64,N,0,23,54,5,17,14,21,11,20,8,8,2,6,15,28,59,3,10,5,10,12,24,14,8,4,0,20
2007,143,1326,85,1397,84,N,0,Ohio,Tennessee,1,5,X01,X05,Big Ten Conference,3,False,X,1.0,R3X1,12.0,3.0,Ohio St,Tennessee,143,85,84,N,0,27,51,8,22,23,35,8,25,13,8,3,5,17,30,62,16,31,8,17,10,24,14,7,4,1,24
2007,143,1417,64,1338,55,N,0,California,Pennsylvania,2,3,Z02,Z03,Pacific-10 Conference,3,False,Z,2.0,R3Z2,4.0,9.0,UCLA,Pittsburgh,143,64,55,N,0,18,42,5,13,23,26,6,27,10,14,1,2,18,20,55,7,16,8,14,8,19,13,10,5,2,23
2007,144,1196,65,1139,57,N,0,Florida,Indiana,1,5,Y01,Y05,Southeastern Conference,3,False,Y,1.0,R3Y1,28.0,9.0,Florida,Butler,144,65,57,N,0,17,34,8,19,23,28,6,21,9,13,1,6,16,20,50,7,19,10,13,11,14,8,9,7,0,25
2007,144,1207,66,1435,65,N,0,Washington D.C.,Tennessee,2,6,W02,W06,Big East Conference,3,False,W,2.0,R3W2,20.0,3.0,Georgetown,Vanderbilt,144,66,65,N,0,25,56,8,19,8,14,16,24,14,11,3,3,18,21,51,9,27,14,20,8,18,17,5,5,4,16
2007,144,1314,74,1425,64,N,0,North Carolina,California,1,5,W01,W05,Atlantic Coast Conference,3,False,W,1.0,R3W1,28.0,3.0,North Carolina,USC,144,74,64,N,0,30,77,2,14,12,17,20,26,11,9,6,4,14,26,61,5,18,7,9,10,29,13,18,5,7,19
2007,144,1332,76,1424,72,N,0,Oregon,Nevada,3,7,Y03,Y07,Pacific-10 Conference,3,False,Y,2.0,R3Y2,20.0,9.0,Oregon,UNLV,144,76,72,N,0,23,48,13,23,17,22,7,30,11,17,4,3,20,28,74,9,33,7,12,19,19,13,8,8,3,21
2007,145,1326,92,1272,76,N,0,Ohio,Tennessee,1,2,X01,X02,Big Ten Conference,4,False,X,1.0,R4X1,8.0,4.0,Ohio St,Memphis,145,92,76,N,0,26,51,5,17,35,41,9,25,9,8,8,2,15,26,65,10,22,14,20,15,20,10,11,5,3,29
2007,145,1417,68,1242,55,N,0,California,Kansas,2,1,Z02,Z01,Pacific-10 Conference,4,True,Z,1.0,R4Z1,8.0,8.0,UCLA,Kansas,145,68,55,N,0,24,45,8,17,12,18,10,21,12,25,15,3,14,23,56,4,8,5,11,14,14,17,21,17,6,19
2007,146,1196,85,1332,77,N,0,Florida,Oregon,1,3,Y01,Y03,Southeastern Conference,4,False,Y,1.0,R4Y1,24.0,8.0,Florida,Oregon,146,85,77,N,0,23,48,11,24,28,43,15,24,10,18,5,5,14,27,58,8,22,15,16,8,16,13,13,8,2,30
2007,146,1207,96,1314,84,N,1,Washington D.C.,North Carolina,2,1,W02,W01,Big East Conference,4,True,W,1.0,R4W1,24.0,4.0,Georgetown,North Carolina,146,96,84,N,1,38,66,8,14,12,18,11,27,26,10,4,11,18,25,71,5,20,29,34,21,22,15,9,5,4,19
2007,152,1196,76,1417,66,N,0,Florida,California,1,2,Y01,Z02,Southeastern Conference,5,False,YZ,,R5YZ,16.0,7.0,Florida,UCLA,152,76,66,N,0,24,45,9,22,19,31,8,35,10,16,2,6,17,25,64,5,23,11,13,6,20,12,3,6,0,26
2007,152,1326,67,1207,60,N,0,Ohio,Washington D.C.,1,2,X01,W02,Big Ten Conference,5,False,WX,,R5WX,16.0,5.0,Ohio St,Georgetown,152,67,60,N,0,25,57,4,14,13,19,16,21,13,8,8,3,10,25,51,7,21,3,8,9,21,17,14,3,3,15
2007,154,1196,84,1326,75,N,0,Florida,Ohio,1,1,Y01,X01,Southeastern Conference,6,False,CH,,R6CH,13.0,6.0,Florida,Ohio St,154,84,75,N,0,26,53,10,18,22,25,10,28,11,15,5,3,19,30,64,4,23,11,17,10,18,10,7,11,4,20
2008,134,1291,69,1164,60,N,0,Maryland,Maryland,16,16,W16b,W16a,Northeast Conference,0,False,W,,R0W,,,Mt St Mary's,Coppin St,134,69,60,N,0,19,55,5,20,26,32,13,28,10,11,7,3,16,25,57,4,17,6,13,8,26,9,11,2,6,22
2008,136,1181,71,1125,70,N,0,North Carolina,Tennessee,2,15,Z02,Z15,Atlantic Coast Conference,1,False,Z,2.0,R1Z2,1.0,11.0,Duke,Belmont,136,71,70,N,0,25,58,6,21,15,21,13,27,9,15,11,2,17,26,59,8,23,10,15,9,24,12,14,7,2,21
2008,136,1242,85,1340,61,N,0,Kansas,Oregon,1,16,X01,X16,Big 12 Conference,1,False,X,1.0,R1X1,15.0,1.0,Kansas,Portland St,136,85,61,N,0,33,61,12,25,7,15,15,23,21,11,10,3,15,21,55,9,25,10,14,13,18,11,16,8,3,18
2008,136,1243,80,1425,67,N,0,Kansas,California,11,6,X11,X06,Big 12 Conference,1,True,X,6.0,R1X6,5.0,1.0,Kansas St,USC,136,80,67,N,0,29,60,7,16,15,26,21,23,15,13,7,1,21,21,50,6,12,19,27,9,18,12,11,6,4,24
2008,136,1266,74,1246,66,N,0,Wisconsin,Kentucky,6,11,Y06,Y11,Big East Conference,1,False,Y,6.0,R1Y6,21.0,11.0,Marquette,Kentucky,136,74,66,N,0,23,52,5,13,23,29,15,19,10,7,5,3,18,23,48,8,20,12,17,9,17,13,12,4,5,22
2008,136,1277,72,1396,61,N,0,Michigan,Pennsylvania,5,12,Y05,Y12,Big Ten Conference,1,False,Y,5.0,R1Y5,27.0,11.0,Michigan St,Temple,136,72,61,N,0,26,54,4,15,16,18,10,27,19,12,4,2,18,21,56,6,23,13,19,11,18,13,11,7,2,12
2008,136,1323,68,1206,50,N,0,Indiana,Virginia,5,12,W05,W12,Big East Conference,1,False,W,5.0,R1W5,27.0,1.0,Notre Dame,George Mason,136,68,50,N,0,26,57,9,21,7,11,11,31,14,13,4,5,15,19,57,3,17,9,14,11,23,8,11,5,2,14
2008,136,1338,82,1331,63,N,0,Pennsylvania,Oklahoma,4,13,Y04,Y13,Big East Conference,1,False,Y,4.0,R1Y4,25.0,11.0,Pittsburgh,Oral Roberts,136,82,63,N,0,32,69,8,22,10,13,16,34,17,9,5,1,13,22,63,9,22,10,15,11,22,10,10,6,5,11
2008,136,1345,90,1124,79,N,0,Indiana,Texas,6,11,Z06,Z11,Big Ten Conference,1,False,Z,6.0,R1Z6,5.0,11.0,Purdue,Baylor,136,90,79,N,0,33,67,9,20,15,18,16,27,14,13,6,6,18,28,69,8,28,15,20,16,21,11,11,9,1,15
2008,136,1390,77,1165,53,N,0,California,New York,3,14,Y03,Y14,Pacific-10 Conference,1,False,Y,3.0,R1Y3,23.0,11.0,Stanford,Cornell,136,77,53,N,0,31,56,8,18,7,10,13,34,20,19,5,7,15,18,59,8,26,9,13,10,15,7,11,8,3,17
2008,136,1401,67,1140,62,N,0,Texas,Utah,9,8,Z09,Z08,Big 12 Conference,1,True,Z,8.0,R1Z8,13.0,11.0,Texas A&M,BYU,136,67,62,N,0,25,46,8,16,9,17,9,28,18,13,2,0,15,24,54,7,22,7,14,8,17,13,7,6,1,15
2008,136,1417,70,1290,29,N,0,California,Mississippi,1,16,Z01,Z16,Pacific-10 Conference,1,False,Z,1.0,R1Z1,15.0,11.0,UCLA,MS Valley St,136,70,29,N,0,27,57,8,20,8,11,12,40,20,12,7,13,9,13,66,1,14,2,6,15,19,7,11,7,5,9
2008,136,1424,71,1245,58,N,0,Nevada,Ohio,8,9,X08,X09,Mountain West Conference,1,False,X,8.0,R1X8,13.0,1.0,UNLV,Kent,136,71,58,N,0,29,57,6,18,7,9,7,29,16,19,11,7,16,21,59,5,17,11,15,12,22,9,20,10,1,14
2008,136,1450,71,1457,40,N,0,Washington,South Carolina,4,13,W04,W13,Pacific-10 Conference,1,False,W,4.0,R1W4,25.0,1.0,Washington St,Winthrop,136,71,40,N,0,29,49,4,13,9,13,8,32,20,10,4,3,11,16,52,6,19,2,8,6,15,7,7,5,4,13
2008,136,1452,75,1112,65,N,0,West Virginia,Arizona,7,10,Z07,Z10,Big East Conference,1,False,Z,7.0,R1Z7,3.0,11.0,West Virginia,Arizona,136,75,65,N,0,28,55,11,19,8,9,6,21,16,9,6,3,17,21,46,6,15,17,21,6,21,12,12,3,3,14
2008,136,1458,71,1168,56,N,0,Wisconsin,California,3,14,X03,X14,Big Ten Conference,1,False,X,3.0,R1X3,7.0,1.0,Wisconsin,CS Fullerton,136,71,56,N,0,25,59,3,16,18,25,18,32,13,17,8,7,11,21,58,7,21,7,13,7,20,7,14,9,0,25
2008,136,1462,73,1208,61,N,0,Ohio,Georgia,3,14,Z03,Z14,Atlantic 10 Conference,1,False,Z,3.0,R1Z3,7.0,11.0,Xavier,Georgia,136,73,61,N,0,20,47,6,18,27,33,6,23,11,8,9,1,12,26,55,6,18,3,5,6,24,10,14,4,3,22
2008,137,1116,86,1231,72,N,0,Arkansas,Indiana,9,8,W09,W08,Southeastern Conference,1,True,W,8.0,R1W8,29.0,1.0,Arkansas,Indiana,137,86,72,N,0,26,48,8,17,26,33,9,25,14,12,5,4,18,28,64,10,24,6,12,14,16,14,10,8,3,23
2008,137,1139,81,1375,61,N,0,Indiana,Alabama,7,10,W07,W10,Horizon League,1,False,W,7.0,R1W7,19.0,1.0,Butler,South Alabama,137,81,61,N,0,27,53,15,28,12,13,7,21,18,10,9,1,21,21,48,6,20,13,27,13,17,8,13,5,4,19
2008,137,1172,82,1211,76,N,0,North Carolina,Washington,10,7,X10,X07,Southern Conference,1,True,X,7.0,R1X7,3.0,1.0,Davidson,Gonzaga,137,82,76,N,0,28,57,11,22,15,21,10,19,18,14,9,1,18,28,55,12,27,8,14,11,23,14,19,11,1,19
2008,137,1207,66,1420,47,N,0,Washington D.C.,Maryland,2,15,X02,X15,Big East Conference,1,False,X,2.0,R1X2,1.0,1.0,Georgetown,UMBC,137,66,47,N,0,26,51,8,23,6,14,11,29,14,15,6,2,12,16,50,8,26,7,13,9,20,8,12,12,0,16
2008,137,1257,79,1129,61,N,0,Kentucky,Idaho,3,14,W03,W14,Big East Conference,1,False,W,3.0,R1W3,23.0,1.0,Louisville,Boise St,137,79,61,N,0,29,52,12,24,9,18,7,20,15,16,10,6,17,26,54,4,17,5,12,11,20,15,19,5,0,13
2008,137,1272,87,1426,63,N,0,Tennessee,Texas,1,16,Y01,Y16,Conference USA,1,False,Y,1.0,R1Y1,31.0,11.0,Memphis,UT Arlington,137,87,63,N,0,28,54,9,20,22,35,16,23,18,12,7,5,18,24,55,4,13,11,21,12,17,16,14,5,3,23
2008,137,1274,78,1388,64,N,0,Florida,California,7,10,Y07,Y10,Atlantic Coast Conference,1,False,Y,7.0,R1Y7,19.0,11.0,Miami FL,St Mary's CA,137,78,64,N,0,28,63,5,13,17,21,13,34,14,16,4,4,20,22,59,8,23,12,23,10,23,15,14,3,4,20
2008,137,1280,76,1332,69,N,0,Mississippi,Oregon,8,9,Y08,Y09,Southeastern Conference,1,False,Y,8.0,R1Y8,29.0,11.0,Mississippi St,Oregon,137,76,69,N,0,24,51,4,17,24,36,8,32,16,12,5,6,15,22,64,9,38,16,19,11,25,13,10,6,2,26
2008,137,1314,113,1291,74,N,0,North Carolina,Maryland,1,16,W01,W16b,Atlantic Coast Conference,1,False,W,1.0,R1W1,31.0,1.0,North Carolina,Mt St Mary's,137,113,74,N,0,43,71,7,16,20,25,18,30,25,9,11,4,16,28,65,7,22,11,14,9,13,16,15,7,1,18
2008,137,1328,72,1386,64,N,0,Oklahoma,Pennsylvania,6,11,W06,W11,Big 12 Conference,1,False,W,6.0,R1W6,21.0,1.0,Oklahoma,St Joseph's PA,137,72,64,N,0,24,42,6,14,18,26,6,19,14,9,5,2,18,24,49,6,14,10,14,9,15,11,12,4,0,22
2008,137,1360,70,1163,69,N,1,California,Connecticut,13,4,Z13,Z04,West Coast Conference,1,True,Z,4.0,R1Z4,9.0,11.0,San Diego,Connecticut,137,70,69,N,1,31,65,4,12,4,7,12,19,13,11,11,4,21,25,58,3,6,16,20,16,25,14,15,5,4,16
2008,137,1373,83,1435,62,N,0,New York,Tennessee,13,4,X13,X04,Metro Atlantic Athletic Conference,1,True,X,4.0,R1X4,9.0,1.0,Siena,Vanderbilt,137,83,62,N,0,26,46,9,20,22,25,5,24,16,17,10,0,11,25,61,4,20,8,12,14,17,12,16,9,0,19
2008,137,1397,72,1110,57,N,0,Tennessee,Washington D.C.,2,15,W02,W15,Southeastern Conference,1,False,W,2.0,R1W2,17.0,1.0,Tennessee,American Univ,137,72,57,N,0,22,45,6,19,22,31,6,21,13,14,12,3,16,21,58,9,25,6,12,18,21,9,22,5,3,26
2008,137,1400,74,1122,54,N,0,Texas,Tennessee,2,15,Y02,Y15,Big 12 Conference,1,False,Y,2.0,R1Y2,17.0,11.0,Texas,Austin Peay,137,74,54,N,0,27,55,10,22,10,18,15,29,17,11,2,6,16,17,59,6,23,14,21,18,17,10,7,4,1,19
2008,137,1437,75,1155,69,N,0,Pennsylvania,South Carolina,12,5,X12,X05,Big East Conference,1,True,X,5.0,R1X5,11.0,1.0,Villanova,Clemson,137,75,69,N,0,22,44,7,13,24,29,5,31,8,19,6,1,15,23,60,9,33,14,23,12,19,9,14,8,3,24
2008,137,1443,101,1179,99,N,1,Kentucky,Iowa,12,5,Z12,Z05,Sun Belt Conference,1,True,Z,5.0,R1Z5,11.0,11.0,WKU,Drake,137,101,99,N,1,37,68,14,28,13,19,13,28,18,22,5,4,29,26,69,16,42,31,38,19,20,18,15,8,4,21
2008,138,1242,75,1424,56,N,0,Kansas,Nevada,1,8,X01,X08,Big 12 Conference,2,False,X,1.0,R2X1,14.0,2.0,Kansas,UNLV,138,75,56,N,0,29,50,5,13,12,19,7,29,9,10,7,1,26,12,45,5,22,27,34,9,17,6,10,6,1,20
2008,138,1277,65,1338,54,N,0,Michigan,Pennsylvania,5,4,Y05,Y04,Big Ten Conference,2,True,Y,4.0,R2Y4,26.0,10.0,Michigan St,Pittsburgh,138,65,54,N,0,25,52,6,10,9,9,10,27,12,15,1,3,17,17,52,2,17,18,19,9,17,4,9,8,9,16
2008,138,1390,82,1266,81,N,1,California,Wisconsin,3,6,Y03,Y06,Pacific-10 Conference,2,False,Y,3.0,R2Y3,22.0,10.0,Stanford,Marquette,138,82,81,N,1,28,60,7,14,19,28,11,27,23,8,4,4,14,31,73,10,30,9,12,17,28,15,9,3,3,24
2008,138,1417,51,1401,49,N,0,California,Texas,1,9,Z01,Z09,Pacific-10 Conference,2,False,Z,1.0,R2Z1,14.0,10.0,UCLA,Texas A&M,138,51,49,N,0,19,44,6,18,7,11,8,21,7,14,7,11,16,22,51,2,10,3,7,10,19,12,11,2,2,15
2008,138,1450,61,1323,41,N,0,Washington,Indiana,4,5,W04,W05,Pacific-10 Conference,2,False,W,4.0,R2W4,26.0,2.0,Washington St,Notre Dame,138,61,41,N,0,24,54,4,17,9,14,8,29,14,7,8,2,15,13,53,3,17,12,13,12,26,7,13,3,3,16
2008,138,1452,73,1181,67,N,0,West Virginia,North Carolina,7,2,Z07,Z02,Big East Conference,2,True,Z,2.0,R2Z2,2.0,10.0,West Virginia,Duke,138,73,67,N,0,25,62,4,11,19,22,19,28,12,17,1,5,25,19,50,5,22,24,32,7,20,6,13,6,3,23
2008,138,1458,72,1243,55,N,0,Wisconsin,Kansas,3,11,X03,X11,Big Ten Conference,2,False,X,3.0,R2X3,6.0,2.0,Wisconsin,Kansas St,138,72,55,N,0,24,46,9,22,15,24,4,22,10,10,3,0,18,21,53,0,13,13,16,12,24,4,13,4,1,23
2008,138,1462,85,1345,78,N,0,Ohio,Indiana,3,6,Z03,Z06,Atlantic 10 Conference,2,False,Z,3.0,R2Z3,6.0,10.0,Xavier,Purdue,138,85,78,N,0,27,50,5,12,26,33,5,29,12,14,5,3,17,26,67,8,21,18,23,13,24,9,10,8,4,26
2008,139,1172,74,1207,70,N,0,North Carolina,Washington D.C.,10,2,X10,X02,Southern Conference,2,True,X,2.0,R2X2,2.0,2.0,Davidson,Georgetown,139,74,70,N,0,22,57,6,28,24,30,12,16,10,5,6,0,20,26,41,10,18,8,17,7,23,11,20,2,3,27
2008,139,1257,78,1328,48,N,0,Kentucky,Oklahoma,3,6,W03,W06,Big East Conference,2,False,W,3.0,R2W3,22.0,2.0,Louisville,Oklahoma,139,78,48,N,0,32,54,9,17,5,15,10,23,24,12,7,3,18,15,47,5,18,13,19,10,18,9,16,3,3,18
2008,139,1272,77,1280,74,N,0,Tennessee,Mississippi,1,8,Y01,Y08,Conference USA,2,False,Y,1.0,R2Y1,30.0,10.0,Memphis,Mississippi St,139,77,74,N,0,28,63,6,16,15,32,19,26,19,5,3,11,16,26,60,8,19,14,20,11,26,9,8,2,7,23
2008,139,1314,108,1116,77,N,0,North Carolina,Arkansas,1,9,W01,W09,Atlantic Coast Conference,2,False,W,1.0,R2W1,30.0,2.0,North Carolina,Arkansas,139,108,77,N,0,44,65,8,16,12,17,11,21,28,7,3,5,18,28,59,5,18,16,23,14,13,11,9,5,3,13
2008,139,1397,76,1139,71,N,1,Tennessee,Indiana,2,7,W02,W07,Southeastern Conference,2,False,W,2.0,R2W2,18.0,2.0,Tennessee,Butler,139,76,71,N,1,26,59,5,19,19,29,16,30,12,20,5,3,24,22,61,9,26,18,28,15,24,11,14,11,1,25
2008,139,1400,75,1274,72,N,0,Texas,Florida,2,7,Y02,Y07,Big 12 Conference,2,False,Y,2.0,R2Y2,18.0,10.0,Texas,Miami FL,139,75,72,N,0,25,57,13,26,12,21,16,25,17,13,3,7,19,22,55,9,22,19,22,8,22,10,9,4,3,19
2008,139,1437,84,1373,72,N,0,Pennsylvania,New York,12,13,X12,X13,Big East Conference,2,False,X,4.0,R2X4,10.0,2.0,Villanova,Siena,139,84,72,N,0,30,56,6,13,18,24,6,31,15,15,8,2,27,20,56,6,21,26,39,10,24,9,13,8,4,19
2008,139,1443,72,1360,63,N,0,Kentucky,California,12,13,Z12,Z13,Sun Belt Conference,2,False,Z,4.0,R2Z4,10.0,10.0,WKU,San Diego,139,72,63,N,0,25,52,6,16,16,21,8,23,11,14,13,6,19,21,47,4,15,17,28,8,22,11,17,8,2,20
2008,143,1257,79,1397,60,N,0,Kentucky,Tennessee,3,2,W03,W02,Big East Conference,3,True,W,2.0,R3W2,20.0,3.0,Louisville,Tennessee,143,79,60,N,0,26,50,4,14,23,30,9,34,14,20,6,7,23,19,56,5,20,17,25,8,20,12,17,11,1,26
2008,143,1314,68,1450,47,N,0,North Carolina,Washington,1,4,W01,W04,Atlantic Coast Conference,3,False,W,1.0,R3W1,28.0,3.0,North Carolina,Washington St,143,68,47,N,0,25,58,5,15,13,19,14,32,11,13,5,5,16,18,57,2,16,9,15,9,23,9,10,6,5,18
2008,143,1417,88,1443,78,N,0,California,Kentucky,1,12,Z01,Z12,Pacific-10 Conference,3,False,Z,1.0,R3Z1,12.0,9.0,UCLA,WKU,143,88,78,N,0,29,58,4,9,26,35,17,34,17,19,6,8,22,25,72,9,24,19,26,18,18,12,11,11,4,24
2008,143,1462,79,1452,75,N,1,Ohio,West Virginia,3,7,Z03,Z07,Atlantic 10 Conference,3,False,Z,2.0,R3Z2,4.0,9.0,Xavier,West Virginia,143,79,75,N,1,28,59,11,19,12,21,15,26,16,12,3,5,25,28,66,1,11,18,27,17,21,16,8,5,6,21
2008,144,1172,73,1458,56,N,0,North Carolina,Wisconsin,10,3,X10,X03,Southern Conference,3,True,X,2.0,R3X2,4.0,3.0,Davidson,Wisconsin,144,73,56,N,0,26,53,12,24,9,12,11,17,18,7,9,0,19,17,46,8,23,14,21,14,17,9,12,2,3,13
2008,144,1242,72,1437,57,N,0,Kansas,Pennsylvania,1,12,X01,X12,Big 12 Conference,3,False,X,1.0,R3X1,12.0,3.0,Kansas,Villanova,144,72,57,N,0,24,45,8,19,16,20,7,26,16,18,8,5,18,21,59,3,17,12,18,15,15,5,14,10,2,17
2008,144,1272,92,1277,74,N,0,Tennessee,Michigan,1,5,Y01,Y05,Conference USA,3,False,Y,1.0,R3Y1,28.0,9.0,Memphis,Michigan St,144,92,74,N,0,31,59,4,13,26,35,17,22,13,9,9,7,16,29,59,5,18,11,17,11,17,18,12,2,3,28
2008,144,1400,82,1390,62,N,0,Texas,California,2,3,Y02,Y03,Big 12 Conference,3,False,Y,2.0,R3Y2,20.0,9.0,Texas,Stanford,144,82,62,N,0,32,65,7,22,11,18,14,28,16,6,7,5,14,22,65,6,17,12,18,19,23,13,10,5,4,14
2008,145,1314,83,1257,73,N,0,North Carolina,Kentucky,1,3,W01,W03,Atlantic Coast Conference,4,False,W,1.0,R4W1,24.0,4.0,North Carolina,Louisville,145,83,73,N,0,31,58,3,11,18,21,15,18,16,14,9,0,17,29,55,6,19,9,16,13,14,15,19,7,5,19
2008,145,1417,76,1462,57,N,0,California,Ohio,1,3,Z01,Z03,Pacific-10 Conference,4,False,Z,1.0,R4Z1,8.0,8.0,UCLA,Xavier,145,76,57,N,0,28,52,7,15,13,18,13,24,17,14,6,6,19,21,58,4,19,11,16,14,14,12,9,6,1,15
2008,146,1242,59,1172,57,N,0,Kansas,North Carolina,1,10,X01,X10,Big 12 Conference,4,False,X,1.0,R4X1,8.0,4.0,Kansas,Davidson,146,59,57,N,0,23,52,5,14,8,14,10,28,12,14,5,5,16,22,57,8,27,5,12,9,21,17,9,7,2,15
2008,146,1272,85,1400,67,N,0,Tennessee,Texas,1,2,Y01,Y02,Conference USA,4,False,Y,1.0,R4Y1,24.0,8.0,Memphis,Texas,146,85,67,N,0,26,52,3,11,30,36,7,32,18,7,4,5,13,25,69,9,28,8,9,13,23,13,8,5,4,25
